#FamilyID	pvalue	Significant at 0.05
OG0011650	0.01	y
OG0011651	0.01	y
OG0011656	0.01	y
OG0011657	0	y
OG0011660	0.01	y
OG0011662	0.01	y
OG0011663	0.01	y
OG0011664	0.01	y
OG0011666	0.002	y
OG0011672	0.002	y
OG0011674	0.01	y
OG0011676	0.01	y
OG0011679	0.002	y
OG0011680	0.002	y
OG0011681	0.01	y
OG0011682	0.01	y
OG0011684	0.01	y
OG0011687	0	y
OG0011690	0.002	y
OG0011691	0.002	y
OG0011692	0.01	y
OG0011698	0.01	y
OG0011700	0.01	y
OG0011703	0.01	y
OG0011705	0.01	y
OG0011707	0.002	y
OG0011708	0.002	y
OG0011716	0.013	y
OG0011718	0.004	y
OG0011722	0.013	y
OG0011726	0	y
OG0011733	0	y
OG0011737	0.004	y
OG0011738	0.004	y
OG0011740	0.013	y
OG0011745	0.013	y
OG0011747	0.004	y
OG0011748	0.013	y
OG0011749	0.013	y
OG0011752	0.013	y
OG0011753	0.013	y
OG0011755	0.013	y
OG0011758	0.013	y
OG0011961	0.017	y
OG0012014	0.017	y
OG0012057	0	y
OG0012090	0	y
OG0012102	0	y
OG0012120	0.017	y
OG0012135	0.017	y
OG0012175	0	y
OG0012176	0.017	y
OG0012204	0	y
OG0012213	0	y
OG0012220	0.017	y
OG0012221	0.017	y
OG0012234	0	y
OG0012236	0.017	y
OG0012257	0.017	y
OG0012272	0.017	y
OG0012340	0	y
OG0012350	0	y
OG0012373	0	y
OG0012374	0.001	y
OG0012376	0	y
OG0012378	0	y
OG0012379	0	y
OG0012390	0	y
OG0012391	0.001	y
OG0012400	0	y
OG0012403	0.013	y
OG0012408	0.013	y
OG0012418	0.013	y
OG0012421	0.004	y
OG0012422	0.004	y
OG0012424	0.004	y
OG0012425	0.013	y
OG0012431	0.013	y
OG0012433	0.004	y
OG0012436	0.004	y
OG0012438	0.013	y
OG0012440	0.013	y
OG0012446	0.013	y
OG0012449	0.004	y
OG0012451	0.013	y
OG0012452	0.004	y
OG0012457	0.013	y
OG0012458	0	y
OG0012845	0.001	y
OG0012859	0.001	y
OG0012881	0.001	y
OG0013054	0.001	y
OG0013073	0.001	y
OG0013075	0.001	y
OG0013076	0.001	y
OG0013114	0.001	y
OG0013134	0.001	y
OG0013151	0.001	y
OG0013155	0.001	y
OG0013252	0.001	y
OG0013278	0.001	y
OG0013279	0.001	y
OG0013281	0.001	y
OG0013288	0.001	y
OG0013293	0	y
OG0013400	0	y
OG0013465	0	y
OG0013477	0	y
OG0013498	0	y
OG0013499	0	y
OG0013500	0	y
OG0013501	0	y
